Compound_Name,Type,Project_Name,Location,Developer,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery.1,URL
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,166,"$3,809,000.00",78962.00,3,3,2028,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/78962-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,136,"$5,700,000.00",79366.00,2,3,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/79366-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,111,"$4,356,250.00",79471.00,2,2,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/79471-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,133,"$8,180,000.00",79475.00,3,2,2027,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/79475-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,58,"$8,501,500.00",80693.00,1,1,2026,not finished,2028-01-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/80693-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,80,"$30,500,000.00",80803.00,1,1,2027,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/80803-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,68,"$16,000,000.00",80909.00,1,1,2027,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/80909-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,131,"$19,066,782.00",81468.00,2,2,2028,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/81468-apartment-for-sale-at-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,136,"$16,753,449.71",82575.00,3,2,2027,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/82575-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,166,"$80,000,000.00",82846.00,3,3,2028,semi-finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/82846-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,156,"$19,217,192.32",82899.00,3,2,2027,semi-finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/82899-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Twinhouse,Taj City,New Cairo,Madinet Masr,200,"$9,250,000.00",83986.00,4,3,Delivered,semi-finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/83986-twinhouse-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,205,"$25,253,361.70",14527.00,4,4,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,900,"$50,614,739.31",16177.00,9,9,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,600,"$46,595,259.20",23564.00,4,5,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,350,"$13,560,000.00",39193.00,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,185,"$13,793,011.00",53850.00,3,3,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,183,"$6,665,000.00",55349.00,3,3,Delivered,semi-finished,2028-09-29T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,145,"$25,285,514.00",62215.00,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Taj City in New Cairo by Madinet Masr,Office,Taj City,New Cairo,Madinet Masr,48,"$14,471,295.00",62438.00,3,2,2027,not finished,2024-10-02T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,242,"$9,977,551.00",64956.00,2,3,2026,not finished,2027-01-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Taj City in New Cairo by Madinet Masr,Twinhouse,Taj City,New Cairo,Madinet Masr,200,"$6,998,354.00",83989.00,4,3,Delivered,semi-finished,2027-07-15T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/83989-twinhouse-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Twinhouse,Taj City,New Cairo,Madinet Masr,200,"$11,106,515.00",84015.00,4,4,Delivered,semi-finished,2028-05-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/84015-twinhouse-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,58,"$7,300,000.00",84523.00,1,1,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/84523-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,132,"$14,675,105.00",86627.00,3,2,2027,semi-finished,2025-10-28T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/86627-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,83,"$10,549,043.00",86984.00,1,1,2027,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/86984-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,80,"$7,570,713.00",87004.00,1,1,2028,not finished,2028-02-29T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/87004-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,58,"$3,600,000.00",87718.00,1,1,2027,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/87718-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,160,"$19,066,782.00",88521.00,3,3,2027,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/88521-townhouse-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,155,"$19,094,005.19",88848.00,3,3,2027,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/88848-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Duplex,Taj City,New Cairo,Madinet Masr,168,"$80,000,000.00",89201.00,2,3,2026,semi-finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/89201-duplex-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,115,"$14,166,519.98",90287.00,2,2,2028,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/90287-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Duplex,Taj City,New Cairo,Madinet Masr,143,"$9,250,000.00",90329.00,3,3,2027,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/90329-quatro-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,205,"$25,253,361.70",14527.00,4,4,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,900,"$50,614,739.31",16177.00,9,9,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,600,"$46,595,259.20",23564.00,4,5,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,350,"$13,560,000.00",39193.00,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,185,"$3,150,000.00",53850.00,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,183,"$3,045,611.00",55349.00,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,145,"$3,166,000.00",62215.00,2,3,Delivered,Finished,2025-12-03T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Taj City in New Cairo by Madinet Masr,Office,Taj City,New Cairo,Madinet Masr,48,"$9,790,000.00",62438.00,3,2,2027,not finished,2026-02-28T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,242,"$12,720,000.00",64956.00,2,3,2026,not finished,2027-08-01T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,146,"$15,858,205.00",90646.00,3,2,Delivered,semi-finished,2024-04-15T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/90646-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Duplex,Taj City,New Cairo,Madinet Masr,170,"$23,500,000.00",90923.00,3,3,Delivered,Finished,2026-06-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/90923-duplex-for-sale-in-tag-sultan
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,158,"$6,350,000.00",90963.00,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/90963-apartment-for-sale-at-taj-city
Taj City in New Cairo by Madinet Masr,Duplex,Taj City,New Cairo,Madinet Masr,280,"$24,118,825.00",91046.00,4,4,Delivered,not finished,2025-01-28T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91046-duplex-for-sale-in-taj-city-new-cairo
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,128,"$13,500,000.00",91051.00,2,1,Delivered,semi-finished,2024-01-29T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91051-apartment-for-sale-in-taj-city-new-cairo
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,236,"$6,500,000.00",91142.00,3,4,Delivered,not finished,2027-12-01T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91142-apartment-for-sale-at-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,161,"$13,000,000.00",91155.00,3,3,Delivered,not finished,2024-03-24T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91155-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Duplex,Taj City,New Cairo,Madinet Masr,283,"$19,066,782.00",91519.00,4,5,2027,semi-finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91519-teriplex-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Duplex,Taj City,New Cairo,Madinet Masr,233,"$29,595,131.18",91536.00,4,4,Delivered,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91536-duplex-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Twinhouse,Taj City,New Cairo,Madinet Masr,305,"$80,000,000.00",91557.00,4,4,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91557-twinhouse-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,141,"$17,369,385.36",91575.00,2,2,Delivered,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91575-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,157,"$9,250,000.00",91579.00,3,3,Delivered,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91579-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,205,"$25,253,361.70",14527.00,4,4,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,900,"$50,614,739.31",16177.00,9,9,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,600,"$46,595,259.20",23564.00,4,5,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,350,"$13,560,000.00",39193.00,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,185,"$9,000,000.00",53850.00,3,3,Delivered,Finished,2024-04-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,183,"$11,600,000.00",55349.00,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,145,"$6,503,579.00",62215.00,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Taj City in New Cairo by Madinet Masr,Office,Taj City,New Cairo,Madinet Masr,48,"$3,786,788.00",62438.00,3,2,2027,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,242,"$9,250,000.00",64956.00,2,3,2026,not finished,2024-06-03T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,227,"$9,124,747.00",91600.00,3,3,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91600-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,74,"$6,500,000.00",91635.00,1,1,Delivered,semi-finished,2024-07-16T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/91635-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,143,"$11,750,000.00",92969.00,3,3,2027,semi-finished,2026-04-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/92969-quattro-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,143,"$5,537,500.00",93418.00,3,2,Delivered,not finished,2027-06-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/93418-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,183,"$7,700,000.00",95080.00,3,3,Delivered,semi-finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/95080-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,85,"$5,100,000.00",95875.00,1,1,2028,not finished,2024-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/95875-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,117,"$8,000,000.00",95882.00,2,2,2027,semi-finished,2024-09-25T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/95882-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Studio,Taj City,New Cairo,Madinet Masr,80,"$19,066,782.00",96141.00,1,1,2027,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/96141-studio-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,133,"$16,383,888.32",96176.00,3,2,2028,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/96176-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,130,"$80,000,000.00",96441.00,2,2,2028,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/96441-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,249,"$14,003,411.21",96614.00,3,4,2028,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/96614-villa-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,160,"$9,250,000.00",96942.00,3,3,2028,semi-finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/96942-villa-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,205,"$25,253,361.70",14527.00,4,4,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,900,"$50,614,739.31",16177.00,9,9,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,600,"$46,595,259.20",23564.00,4,5,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,350,"$13,560,000.00",39193.00,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,185,"$7,500,000.00",53850.00,3,3,Delivered,Finished,2024-10-02T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,183,"$11,550,000.00",55349.00,3,3,Delivered,semi-finished,2024-10-03T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,145,"$9,400,000.00",62215.00,2,3,Delivered,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Taj City in New Cairo by Madinet Masr,Office,Taj City,New Cairo,Madinet Masr,48,"$4,600,000.00",62438.00,3,2,2027,not finished,2024-10-23T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,242,"$4,100,000.00",64956.00,2,3,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,160,"$14,000,000.00",99203.00,3,3,2026,not finished,2024-10-25T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/99203-townhouse-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,130,"$5,100,000.00",99616.00,2,2,2028,not finished,2025-03-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/99616-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,265,"$11,380,000.00",99945.00,4,4,2027,not finished,2025-06-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/99945-villa-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,130,"$8,975,000.00",101897.00,3,2,Delivered,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/101897-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,132,"$8,800,000.00",102943.00,3,2,2027,not finished,2024-11-10T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/102943-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,131,"$9,900,000.00",103134.00,2,2,2027,not finished,2024-11-14T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/103134-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,136,"$6,860,000.00",104801.00,3,2,2028,not finished,2025-02-28T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/104801-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,136,"$19,066,782.00",105141.00,2,3,2027,not finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/105141-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,233,"$28,702,601.35",106038.00,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/106038-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,159,"$80,000,000.00",106427.00,3,3,2026,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/106427-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,131,"$16,137,514.06",108037.00,2,2,2028,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/108037-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,79,"$9,250,000.00",108706.00,1,2,2028,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/186-taj-city/property/108706-apartment-for-sale-in-taj-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,205,"$25,253,361.70",14527.00,4,4,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,900,"$50,614,739.31",16177.00,9,9,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Taj City in New Cairo by Madinet Masr,Townhouse,Taj City,New Cairo,Madinet Masr,600,"$46,595,259.20",23564.00,4,5,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,350,"$13,560,000.00",39193.00,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Taj City in New Cairo by Madinet Masr,Villa,Taj City,New Cairo,Madinet Masr,185,"$6,260,008.00",53850.00,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,183,"$7,301,628.00",55349.00,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Taj City in New Cairo by Madinet Masr,Apartment,Taj City,New Cairo,Madinet Masr,145,"$3,300,000.00",62215.00,2,3,Delivered,Finished,2025-01-31T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
