Compound_Name,Type,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery,URL
ZED East in 6th settlement by Ora Developers,Apartment,127,14350000,44161,2,2,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/44161-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Duplex,198,8082000,81848,3,3,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1429-the-emerald-collection-zed-east/property/81848-Duplex-for-sale-in-The%20Emerald%20Collection%20-%20Zed%20East%20-with-3-bedrooms-in-New%20Cairo-by-Ora%20Developers
ZED East in 6th settlement by Ora Developers,Apartment,114,8082000,103905,2,2,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1568-club-residence/property/103905-Apartment-for-sale-in-Club%20residence-with-21-bedrooms-in-6th%20settlement-by-Ora%20Developers
ZED East in 6th settlement by Ora Developers,Apartment,165,10970000,44165,3,2,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/44165-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Duplex,207,6200000,81849,3,3,2029,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/1429-the-emerald-collection-zed-east/property/81849-Duplex-for-sale-in-The%20Emerald%20Collection%20-%20Zed%20East%20-with-3-bedrooms-in-New%20Cairo-by-Ora%20Developers
ZED East in 6th settlement by Ora Developers,Apartment,92,10600000,107316,1,1,2029,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/1568-club-residence/property/107316-Apartment-for-sale-in-Club%20residence-with-21-bedrooms-in-6th%20settlement-by-Ora%20Developers
ZED East in 6th settlement by Ora Developers,Apartment,139,19000000,45260,3,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/45260-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Duplex,230,7100000,97166,3,3,2029,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1429-the-emerald-collection-zed-east/property/97166-Duplex-for-sale-in-The%20Emerald%20Collection%20-%20Zed%20East%20-with-3-bedrooms-in-New%20Cairo-by-Ora%20Developers
ZED East in 6th settlement by Ora Developers,Apartment,205,18352290,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,10807955,16177,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,12874871,23564,4,5,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,15000000,39193,4,5,Delivered,Furnished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Apartment,106,None,47933,2,2,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/47933-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Townhouse,215,None,109178,3,3,2029,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/1429-the-emerald-collection-zed-east/property/109178-Townhouse-for-sale-in-The%20Emerald%20Collection%20-%20Zed%20East%20-with-7-bedrooms-in-New%20Cairo-by-Ora%20Developers
ZED East in 6th settlement by Ora Developers,Apartment,179,None,48890,3,3,2026,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/48890-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,132,13560000,49888,2,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/49888-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,137,13000000,50077,2,3,2026,Finished,2026-03-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/50077-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,165,9200000,50903,3,3,2027,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/50903-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,132,40000000,51272,2,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/51272-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,132,14000000,51611,2,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/51611-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Studio,76,18998451,51957,1,1,2027,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/51957-studio-for-sale-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,218,12464000,54687,2,3,2027,Finished,2027-02-28T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/54687-loft-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,120,17772000,55745,2,3,2028,Finished,2028-01-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/55745-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Office,127,35310900,59193,N/A,N/A,2026,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/59193-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,205,13333000,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,21100000,16177,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,18000000,23564,4,5,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,12687808,39193,4,5,Delivered,Furnished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Apartment,127,None,59511,2,3,2026,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/59511-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,121,None,59756,2,3,2028,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/59756-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,85,None,60308,1,2,2026,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/60308-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,106,13560000,60472,2,2,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/60472-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,76,16052948,61896,1,1,2027,Finished,2027-08-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/61896-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,76,15000000,62628,1,1,2027,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/62628-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,131,32969000,63010,2,2,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/63010-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,190,13186000,63494,3,3,2028,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/63494-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,192,15921000,63766,3,3,2027,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/63766-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,121,18100000,63922,2,2,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/63922-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,345,26039503,64450,4,5,2027,Finished,2025-03-05T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/64450-loft-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,139,14585000,64995,2,3,2027,Finished,2027-02-28T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/64995-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,205,8853000,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,12689000,16177,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,10300000,23564,4,5,Delivered,Finished,2027-02-28T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,11215000,39193,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Apartment,139,None,65618,2,3,2027,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/65618-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Studio,76,None,65827,1,1,2027,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/65827-studio-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Studio,76,None,65830,1,1,2027,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/65830-studio-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,139,13560000,66659,3,2,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/66659-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,85,14462608,66844,1,2,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/66844-apartment-for-sale-at-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,75,15417000,67117,1,1,2028,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/67117-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,192,25515000,67863,3,3,2026,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/67863-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Studio,m²,19748000,67992,1,1,2027,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/67992-studio-middle-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,200,24150000,68449,3,3,2027,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/68449-apartment-for-sale-in-zed
ZED East in 6th settlement by Ora Developers,Apartment,132,19863000,68593,2,3,2027,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/68593-apartment-for-sale-at-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,127,19991000,70747,2,3,2026,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/70747-apartment-for-sale-at-zed-east
ZED East in 6th settlement by Ora Developers,Office,100,20728000,72991,N/A,N/A,2028,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/72991-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,205,19134000,14527,4,4,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,15015000,16177,9,9,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,9500000,23564,4,5,Delivered,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,19125000,39193,4,5,Delivered,Furnished,2025-04-13T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Apartment,166,None,75001,3,3,2026,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/75001-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,104,None,75034,2,2,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/75034-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Twinhouse,351,None,75166,4,5,2026,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/75166-twinhouse-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,177,13560000,75473,3,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/75473-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,165,13108000,75593,3,3,2028,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/75593-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,179,13956461,75755,3,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/75755-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Office,131,25733152,76007,N/A,N/A,2028,semi-finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76007-admin-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Loft,345,8789000,76015,4,4,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76015-loft-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,137,22175000,76156,2,3,2027,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76156-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,101,19450000,76164,1,1,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76164-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Duplex,185,25000000,76165,3,3,2026,Finished,2025-05-13T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76165-duplex-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,176,13087006,76231,3,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76231-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,205,18911250,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,15912000,16177,9,9,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,8735000,23564,4,5,Delivered,Finished,2026-01-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,7105362,39193,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Apartment,132,None,76578,2,3,2027,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76578-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,109,None,76620,N/A,N/A,2028,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76620-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Twinhouse,226,None,76694,3,3,2026,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76694-twinhouse-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,132,13560000,76974,2,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/76974-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Chalet,180,7600000,77092,3,2,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/77092-chalet-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,201,18580000,77854,3,3,2026,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/77854-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,190,11183000,78118,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/78118-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,201,20081550,78333,3,3,2027,Finished,2027-12-24T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/78333-apartment-for-sale-in-zed-east-new-cairo
ZED East in 6th settlement by Ora Developers,Apartment,76,17975937,78430,1,1,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/78430-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,127,17967644,78767,2,3,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/78767-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,139,11135000,79389,2,3,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79389-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,137,12180800,79613,2,3,2026,Finished,2027-05-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79613-apartment-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Apartment,205,14862500,14527,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Villa,900,9803000,16177,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
ZED East in 6th settlement by Ora Developers,Townhouse,600,27961583,23564,4,5,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
ZED East in 6th settlement by Ora Developers,Villa,350,8159000,39193,4,5,Delivered,Furnished,2026-02-28T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
ZED East in 6th settlement by Ora Developers,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
ZED East in 6th settlement by Ora Developers,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
ZED East in 6th settlement by Ora Developers,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
ZED East in 6th settlement by Ora Developers,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
ZED East in 6th settlement by Ora Developers,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
ZED East in 6th settlement by Ora Developers,Office,110,None,79702,N/A,N/A,2028,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79702-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,126,None,79703,N/A,N/A,2028,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79703-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,178,None,79704,N/A,N/A,2028,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79704-office-for-sale-in-zed-east
ZED East in 6th settlement by Ora Developers,Office,148,13560000,79705,N/A,N/A,2028,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/345-zed-east/property/79705-office-for-sale-in-zed-east
